Año,Materia,Notas
3,Club cine II;10
3,Historia del Arte II,9,1
3,Dibujo de Personajes,7,9
3,Ingles elemental ,6,1
3,Logica y Forma,7,3
3,Tecnicas de Storyboard,7,4
3,Introduccion al Video,8,3
3,Fotografia e iluminacion II,6,3
3,Introduccion al 3d,7,8
3,Introduccion a la Animacion ,8,4
